ID,Type,Inorganic.Material,Organic.Material,MAT,Targeting,NM.ID,Shape,Charge,PDI,NM.TEM.Size..nm.,Size,Zeta,Tumor_model,Cancer_type,Tumor.Cell.Line,Admin.Dose..mg.kg.,Admin_frequency,Frequency,Sex,Animal,String,Route,Route_ori,TSz_init,TSz_therapy,TSz_control,Time,Tumor.volume,untreated.volume,TGI,TGI.,TGI_cat,Ref..ID..Author..Year.,Year,New.Ref..No.,BW..g.,Drug.1,Dose.1,Dose_1_total,Drug.2,Dose.2,Dose_2_total,Codelivery,Techen,Dosing.Time,PT,PATC,KTRESrelease,KTRESn,KTRES50,KTRESmax,AUCTumor,DE24,DE168,DEmax
80,Organic,,Liposome,Liposome,Passive,LNP-PTX/GANT61 NP,Spherical,Neutral,0.232,,104.2,-7.160493827,XO,Breast,MDA-MB-231,PTX: 7; GANT: 21,Multiple,6,Female,mice,NCG,iv,iv,100,627.2727273,1227.272727,27,627.2727273,1227.272727,0.488888889,48.8888889,Low,"Jiang, 2021",2021,34284582,NA,PTX,7,42,GANT 61,21,126,Combination,No,"0,3,6,9,12,15",0.008296664,0.017834963,0.83126026,3.5336132,3.227765,1.9879634,259.4348325,0.427297404,0.058178067,0.492625927
82,Organic,,Polymeric,Polymeric,Active,NO-DOX@ PDA-TPGS-Gal,Spherical,Negative,0.115,,189.9,-18.5,XH,Liver,Huh7,30,Multiple,7,Male,mice,BALB/c nude,iv,iv,50,7.846137974,455.3339294,20,7.846137974,455.3339294,0.982768387,98.2768387,High,"Du, 2021",2021,34286569,NA,DOX,4.47,31.29,BNN,2.01,14.07,Combination,Yes,"0,3,6,9,10,13,16",0.07263288,0.00972492,0.6900327,0.3591577,0.10252827,1.0092126,1604.22167,2.477972736,0.398712392,2.863935519
83,Organic,,Polymeric,Polymeric,Active,NO-DOX@ PDA-TPGS-Gal,Spherical,Negative,0.115,,189.9,-18.5,XH,Liver,Huh7,30,Multiple,7,Male,mice,BALB/c nude,iv,iv,50,124.2330972,455.3339294,20,124.2330972,455.3339294,0.727160466,72.7160466,High,"Du, 2021",2021,34286569,NA,DOX,4.47,31.29,BNN,2.01,14.07,Combination,No,"0,3,6,9,10,13,16",0.07263288,0.00972492,0.6900327,0.3591577,0.10252827,1.0092126,1604.22167,2.477972736,0.398712392,2.863935519
84,Organic,,Polymeric,Polymeric,Active,NO@PDA-TPGS-Gal,Spherical,Negative,0.015,,186.6,-26.2,XH,Liver,Huh7,24.5,Multiple,7,Male,mice,BALB/c nude,iv,iv,50,62.02111562,455.3339294,20,62.02111562,455.3339294,0.863789822,86.3789822,High,"Du, 2021",2021,34286569,NA,BNN,1.911,13.377,NA,0,0,Single,Yes,"0,3,6,9,10,13,16",0.0704431,0.010289234,0.6910659,0.40320018,0.11160584,0.9927753,1556.933998,2.411188333,0.383459132,2.792641329
85,Organic,,Polymeric,Polymeric,Active,DOX@PDA-TPGS-Gal,Spherical,Negative,0.015,,186.6,-26.2,XH,Liver,Huh7,26.7,Multiple,7,Male,mice,BALB/c nude,iv,iv,50,60.40268456,455.3339294,20,60.40268456,455.3339294,0.867344205,86.7344205,High,"Du, 2021",2021,34286569,NA,DOX,4.2453,29.7171,NA,0,0,Single,Yes,"0,3,6,9,10,13,16",0.0704431,0.010289234,0.6910659,0.40320018,0.11160584,0.9927753,1556.933998,2.411188333,0.383459132,2.792641329
87,Organic,,Polymeric,Polymeric,Active,NO-DOX@ PDA-TPGS-Gal,Spherical,Negative,0.115,,189.9,-18.5,XH,Liver,HepG2/ADR,30,Multiple,7,Male,mice,BALB/c nude,iv,iv,50,49.6032285,385.7899536,20,49.6032285,385.7899536,0.871424261,87.1424261,High,"Du, 2021",2021,34286569,NA,DOX,4.47,31.29,BNN,2.01,14.07,Combination,Yes,"0,3,6,9,10,13,16",0.07263288,0.00972492,0.6900327,0.3591577,0.10252827,1.0092126,1604.22167,2.477972736,0.398712392,2.863935519
88,Organic,,Polymeric,Polymeric,Active,NO-DOX@ PDA-TPGS-Gal,Spherical,Negative,0.115,,189.9,-18.5,XH,Liver,HepG2/ADR,30,Multiple,7,Male,mice,BALB/c nude,iv,iv,50,326.9959838,385.7899536,20,326.9959838,385.7899536,0.152398914,15.2398914,Low,"Du, 2021",2021,34286569,NA,DOX,4.47,31.29,BNN,2.01,14.07,Combination,No,"0,3,6,9,10,13,16",0.07263288,0.00972492,0.6900327,0.3591577,0.10252827,1.0092126,1604.22167,2.477972736,0.398712392,2.863935519
89,Organic,,Polymeric,Polymeric,Active,NO@PDA-TPGS-Gal,Spherical,Negative,0.015,,186.6,-26.2,XH,Liver,HepG2/ADR,24.5,Multiple,7,Male,mice,BALB/c nude,iv,iv,50,131.0160843,385.7899536,20,131.0160843,385.7899536,0.660395293,66.0395293,High,"Du, 2021",2021,34286569,NA,BNN,1.911,13.377,NA,0,0,Single,Yes,"0,3,6,9,10,13,16",0.0704431,0.010289232,0.691066,0.4032002,0.1116058,0.9927752,1556.933932,2.411188059,0.383459156,2.792641042
90,Organic,,Polymeric,Polymeric,Active,DOX@PDA-TPGS-Gal,Spherical,Negative,0.015,,186.6,-26.2,XH,Liver,HepG2/ADR,26.7,Multiple,7,Male,mice,BALB/c nude,iv,iv,50,192.8251295,385.7899536,20,192.8251295,385.7899536,0.50018105,50.018105,Low,"Du, 2021",2021,34286569,NA,DOX,4.2453,29.7171,NA,0,0,Single,Yes,"0,3,6,9,10,13,16",0.0704431,0.010289232,0.691066,0.4032002,0.1116058,0.9927752,1556.933932,2.411188059,0.383459156,2.792641042
92,Organic,,Polymeric,Polymeric,Active,HA/siSTAT3PPLPTX,Spherical,Negative,,,195,-23,AO,Breast,4T1,PTX: 4;  siSTAT3: 2,Multiple,6,Female,mice,BALB/c,iv,iv,50,201.242236,1103.10559,21,201.242236,1103.10559,0.817567568,81.7567568,High,"Luo, 2021",2021,34289420,17,PTX,4,24,siSTAT3,2,12,Combination,No,"0,3,6,9,12,15",0.758493,0.054560147,0.6264974,2.515402,0.43777925,1.7631696,19688.03655,31.04013454,10.02204836,33.6838902
95,Organic,,Polymeric,Polymeric,Passive,POEGMA-b-P(CPT-CyOH),Spherical,Neutral,0.196,,55.19,-4.7,AO,Breast,4T1,5,Multiple,4,Female,mice,BALB/c,iv,iv,80,181.9834398,717.3168165,11,181.9834398,717.3168165,0.746299772,74.6299772,High,"Zhang, 2021",2021,34293577,20,CPT,5,20,NA,0,0,Single,No,"0,3,6,9",0.09068298,0.09121716,0.5247177,0.53027475,0.1035167,1.0059371,1546.943511,3.761389242,0.597233481,4.366821339
96,Organic,,Polymeric,Polymeric,Active,Cis-Pt@PNPs-CL4,Spherical,Negative,0.29,,91.1,-12.2,XH,Breast,MDA-MB-231,0.6,Multiple,9,Female,mice,Nude,iv,iv,120,342.8571429,1695.238095,23,342.8571429,1695.238095,0.797752809,79.7752809,High,"Agnello, 2021",2021,34294133,NA,Pt,0.6,5.4,NA,0,0,Single,No,"0,2,5,7,9,13,16,19,21",0.6203367,0.09356148,0.41362756,0.50258315,0.30498087,1.8578795,35672.76681,32.34230138,4.203425562,46.80594786
97,Organic,,Polymeric,Polymeric,Passive,Cis-Pt@PNPs-SCR,Spherical,Negative,0.29,,118.5,-11.1,XH,Breast,MDA-MB-231,0.6,Multiple,9,Female,mice,Nude,iv,iv,120,1047.619048,1695.238095,23,1047.619048,1695.238095,0.382022472,38.2022472,Low,"Agnello, 2021",2021,34294133,NA,Pt,0.6,5.4,NA,0,0,Single,No,"0,2,5,7,9,13,16,19,21",0.62920547,0.0403931,0.37817144,0.45374197,0.05535299,1.1612585,27808.59047,27.48701594,3.160039595,36.83192421
98,Organic,,Dendrimer,Dendrimer,Passive,CS-LA-DMMA/CMCS/PAMAM@DOX,Spherical,Negative,0.16,,221.9,-28.06,XH,Liver,HepG2,2.5,Multiple,11,Male,mice,BALB/c nude,iv,iv,100,484.6625767,932.5153374,21,484.6625767,932.5153374,0.480263158,48.0263158,Low,"Li, 2021",2021,34294300,19,DOX,2.5,27.5,NA,0,0,Single,No,"0,2,4,6,8,10,12,14,16,18,20",0.052918836,0.023330454,0.6286875,5.0380836,39.79166,0.77666324,1339.884503,0.820544912,0.280437861,2.235274795
99,Organic,,Dendrimer,Dendrimer,Passive,PAMAM@DOX,Spherical,Positive,0.8633,,2171,20.76923077,XH,Liver,HepG2,2.5,Multiple,11,Male,mice,BALB/c nude,iv,iv,100,546.0122699,932.5153374,21,546.0122699,932.5153374,0.414473684,41.4473684,Low,"Li, 2021",2021,34294300,19,DOX,2.5,27.5,NA,0,0,Single,No,"0,2,4,6,8,10,12,14,16,18,20",0.0668107,0.017934535,1.0440458,5.283831,9.148687,1.5852664,2067.689785,2.481655409,0.400761182,3.722619358
100,Organic,,Polymeric,Polymeric,Passive,SFN/M-HA-SS-TA,Spherical,Negative,0.13,,85.9,-13.81,XH,Breast,MDA-MB-231,50,Multiple,11,Female,mice,BALB/c nude,iv,iv,50,165.1376147,529.5412844,21,165.1376147,529.5412844,0.688149688,68.8149688,High,"Gu, 2021",2021,34294320,16,SFN,50,550,NA,0,0,Single,No,"0,2,4,6,8,10,12,14,16,18,20",0.6283222,0.041417874,0.37062687,0.4473689,0.053199247,1.1670554,25647.20787,27.81209838,10.05536641,37.38407373
101,Organic,,Polymeric,Polymeric,Active,F15,Spherical,Positive,0.508,,442.8,38.8,XH,Breast,EAC,7,Multiple,11,Female,mice,Swiss albino,iv,iv,NA,24.06015038,45.11278195,20,24.06015038,45.11278195,0.466666667,46.6666667,Low,"Arafa, 2021",2021,34310958,20.5,DOX-TPP+,7,77,NA,0,0,Single,No,"0,2,4,6,8,10,12,14,16,18,20",0.34859717,0.010874039,0.43461174,0.7897848,18.68979,0.86274534,11167.04137,9.575285212,3.61489768,13.57110486
102,Organic,,Polymeric,Polymeric,Passive,HA-CD/DOX-PCMSR,Rod,Neutral,0.305,,492,-0.7,AH,Breast,4T1,2,Multiple,4,Female,mice,BALB/c,iv,iv,60,38.88888888,824.4444444,20,0.648148148,13.74074074,0.952830189,95.2830189,High,"Wang, 2021",2021,34313104,20,DOX,2,8,NA,0,0,Single,No,"0,2,4,6",0.30032858,0.027444681,0.32965025,1.4352636,3.24971,0.6849756,6023.300628,11.91482786,3.108412157,15.56515929
103,Organic,,Polymeric,Polymeric,Passive,DOX-PCMSR,Rod,Neutral,0.35,,408,1.5,AH,Breast,4T1,2,Multiple,4,Female,mice,BALB/c,iv,iv,60,163.3333333,824.4444444,20,2.722222222,13.74074074,0.801886792,80.1886792,High,"Wang, 2021",2021,34313104,20,DOX,2,8,NA,0,0,Single,No,"0,2,4,6",0.30122694,0.027204685,0.33522722,1.3910437,3.1268363,0.68503815,6003.824185,11.82142753,3.068995112,15.65176713
104,Inorganic,Iron_Oxide,,Iron_Oxide,Passive,Pfe-PFH@SiO2-PANI,Spherical,Positive,,200,206,22.8,XH,Lung,A549,4,Multiple,6,Male,mice,BALB/c nude,iv,iv,300,60.60606061,2515.151515,21,60.60606061,2515.151515,0.975903614,97.5903614,High,"Xiao, 2021",2021,34313109,19,Pt,4,24,NA,0,0,Single,Yes,"0,3,6,9,12,15,18",0.053546485,0.024476878,0.71340334,1.9292535,1.275993,0.7360526,978.395898,1.632063644,0.229942298,1.922013948
105,Inorganic,Iron_Oxide,,Iron_Oxide,Passive,Pfe-PFH@SiO2-PANI,Spherical,Positive,,200,206,22.8,XH,Lung,A549,4,Multiple,6,Male,mice,BALB/c nude,iv,iv,300,1909.090909,2515.151515,21,1909.090909,2515.151515,0.240963855,24.0963855,Low,"Xiao, 2021",2021,34313109,19,Pt,4,24,NA,0,0,Single,No,"0,3,6,9,12,15,18",0.053546485,0.024476878,0.71340334,1.9292535,1.275993,0.7360526,978.395898,1.632063644,0.229942298,1.922013948
106,Organic,,Polymeric,Polymeric,Passive,DCD SN,Spherical,Negative,0.224,117,126.6,-11.2,AH,Breast,4T1,5,Multiple,3,Female,mice,BALB/c,iv,iv,100,103.8698209,919.4038014,11,103.8698209,919.4038014,0.887024808,88.7024808,High,"Liang, 2021",2021,34313427,20,DOX,5,15,NA,0,0,Single,No,"0,3,6",1.1818842,0.028347371,0.3131202,1.5991938,0.39594176,1.1052134,22969.80984,44.15757564,21.42377576,44.24429176
107,Organic,,Hydrogel,Hydrogel,Passive,E&R@NG,Spherical,Negative,0.12,,172.4,-23.9,AH,Skin,B16F10,EGCG: 3; R848: 3,Multiple,4,Female,mice,C57BL/6J,iv,iv,50,557.8402367,1500.147929,17,557.8402367,1500.147929,0.628143181,62.8143181,Low,"Song, 2021",2021,34314148,NA,EGCG,3,12,R848,3,12,Combination,No,"0,3,6,9",0.03643706,0.058092717,1.1725783,2.7457833,31.913912,0.94166684,361.1608619,0.640695939,0.130424418,1.131816795
108,Organic,,Hydrogel,Hydrogel,Passive,E&R@NG,Spherical,Negative,0.12,,172.4,-23.9,AH,Skin,B16F10,EGCG: 6; R848: 3,Multiple,4,Female,mice,C57BL/6J,iv,iv,50,327.0710059,1500.147929,17,327.0710059,1500.147929,0.781974164,78.1974164,High,"Song, 2021",2021,34314148,NA,EGCG,6,24,R848,3,12,Combination,No,"0,3,6,9",0.03643706,0.058092717,1.1725783,2.7457833,31.913912,0.94166684,361.1608619,0.640695939,0.130424418,1.131816795
109,Organic,,Hydrogel,Hydrogel,Passive,E&R@NG,Spherical,Negative,0.12,,172.4,-23.9,AH,Skin,B16F10,EGCG: 12; R848: 3,Multiple,4,Female,mice,C57BL/6J,iv,iv,50,557.8402367,1500.147929,17,557.8402367,1500.147929,0.628143181,62.8143181,Low,"Song, 2021",2021,34314148,NA,EGCG,12,48,R848,3,12,Combination,No,"0,3,6,9",0.03643706,0.058092717,1.1725783,2.7457833,31.913912,0.94166684,361.1608619,0.640695939,0.130424418,1.131816795
118,Inorganic,cupper,,In_Others,Active,CuET@FuC,Others,Negative,,,189.7,-20.1,AH,Skin,B16F10,4.5,Multiple,6,Female,mice,C57BL/6J,iv,iv,60,514.0562249,3357.429719,13,514.0562249,3357.429719,0.846889952,84.6889952,High,"Meng, 2021",2021,34328715,19,CuET,4.5,27,NA,0,0,Single,No,"0,2,5,7,10,12",0.0975222,0.10474486,0.35394976,3.8209915,1.7919993,0.91421676,2599.6079,5.127834475,0.260638379,6.819773693
119,Inorganic,cupper,,In_Others,Passive,CuET NC,Others,Negative,,,184.4,-19.6,AH,Skin,B16F10,4.5,Multiple,6,Female,mice,C57BL/6J,iv,iv,60,1333.333333,3357.429719,13,1333.333333,3357.429719,0.602870813,60.2870813,Low,"Meng, 2021",2021,34328715,19,CuET,4.5,27,NA,0,0,Single,No,"0,2,5,7,10,12",0.07247334,0.07549595,0.0828159,3.4755864,7.3023124,7.7500505,38844.91509,42.04462197,16.3593591,64.26400755
123,Organic,,Polymeric,Polymeric,Passive,F8-SS-PTX,Spherical,Negative,0.179,,83.65,-18.8,AH,Colon,CT26,8,Multiple,5,Female,mice,BALB/c,iv,iv,100,244.3531828,1305.13347,9,244.3531828,1305.13347,0.81277533,81.277533,High,"Wang, 2021",2021,34335971,18,PTX,8,40,NA,0,0,Single,No,"0,2,4,6,8",0.14870262,0.015520199,0.24031964,0.45291242,10.329731,0.716877,2694.438565,5.780392063,1.704200536,7.796881227
124,Organic,,Polymeric,Polymeric,Passive,C8-SS-PTX,Spherical,Negative,0.098,,99.34,-19.9,AH,Colon,CT26,8,Multiple,5,Female,mice,BALB/c,iv,iv,100,511.7043121,1305.13347,9,511.7043121,1305.13347,0.607929515,60.7929515,Low,"Wang, 2021",2021,34335971,18,PTX,8,40,NA,0,0,Single,No,"0,2,4,6,8",0.1483198,0.015682152,0.23984896,0.46442217,10.392207,0.71670425,2685.512465,5.785225719,1.709830506,7.706369199
129,Organic,,Polymeric,Polymeric,Active,MB@KPTNP,Spherical,Negative,0.203,,121,-14.6,AO,Breast,4T1,MB: 8; Keratin: 43.2,Once,1,Female,mice,BALB/c,iv,iv,80,636.8715084,1106.145251,20,636.8715084,1106.145251,0.424242424,42.4242424,Low,"Lu, 2021",2021,34351754,25,MB,8,8,Keratin,43.2,43.2,Combination,Yes,0,0.749605,0.05332674,0.6210519,2.138805,0.38588557,1.7568266,10488.20677,30.8737422,0.486777596,33.45263527
130,Organic,,Polymeric,Polymeric,Active,MB@KPTNP,Spherical,Negative,0.203,,121,-14.6,AO,Breast,4T1,MB: 8; Keratin: 43.2,Once,1,Female,mice,BALB/c,iv,iv,80,308.3798883,1106.145251,20,308.3798883,1106.145251,0.721212121,72.1212121,High,"Lu, 2021",2021,34351754,25,MB,8,8,Keratin,43.2,43.2,Combination,No,0,0.749605,0.05332674,0.6210519,2.138805,0.38588557,1.7568266,10488.20677,30.8737422,0.486777596,33.45263527
131,Organic,,Polymeric,Polymeric,Passive,MB@KTNP,Spherical,Negative,0.207,,120.4,-15.1,AO,Breast,4T1,MB: 8; Keratin: 43.2,Once,1,Female,mice,BALB/c,iv,iv,80,724.0223464,1106.145251,20,724.0223464,1106.145251,0.345454545,34.5454545,Low,"Lu, 2021",2021,34351754,25,MB,8,8,Keratin,43.2,43.2,Combination,Yes,0,0.7659491,0.09166921,0.32553437,0.1606063,0.013579105,1.4837959,12277.26868,34.67001515,0.610133373,36.50113694
132,Organic,,Polymeric,Polymeric,Passive,MB@KTNP,Spherical,Negative,0.207,,120.4,-15.1,AO,Breast,4T1,MB: 8; Keratin: 43.2,Once,1,Female,mice,BALB/c,iv,iv,80,496.0893855,1106.145251,20,496.0893855,1106.145251,0.551515152,55.1515152,Low,"Lu, 2021",2021,34351754,25,MB,8,8,Keratin,43.2,43.2,Combination,No,0,0.7659491,0.09166921,0.32553437,0.1606063,0.013579105,1.4837959,12277.26868,34.67001515,0.610133373,36.50113694
133,Organic,,protein,Others,Passive,Aft-Cu,Spherical,Negative,,,20,-26.2,XH,Colon,SW620 AD300,1,Multiple,11,Female,mice,BALB/c,iv,iv,50,147.3214286,839.2857143,22,147.3214286,839.2857143,0.824468085,82.4468085,High,"Xiong, 2021",2021,34379404,18,Cu,1,11,NA,0,0,Single,No,"0,2,4,6,8,10,12,14,16,18,20",0.078544,0.07374427,0.57458645,1.82852,1.4841297,0.950373,2551.526525,3.079139739,0.508555622,4.431838272
139,Inorganic,Iron_Oxide,,Iron_Oxide,Passive,IO-PG-DOX-Ce6,Spherical,Negative,,,236.1,-24.73,AH,Skin,B16,DOX: 5; Ce6: 1,Once,1,Female,mice,BALB/c,iv,iv,150,14.67889908,557.7981651,4,14.67889908,557.7981651,0.973684211,97.3684211,High,"Li, 2021",2021,34388342,19,Ce6,1,1,DOX,5,5,Combination,Yes,0,0.04181716,0.059765827,2.3799539,3.791628,39.072994,0.8895291,142.7839264,0.649598245,NA,0.895584105
140,Inorganic,Iron_Oxide,,Iron_Oxide,Passive,IO-PG-DOX,Spherical,Neutral,,,243.1034483,0.689655172,AH,Skin,B16,1,Once,1,Female,mice,BALB/c,iv,iv,150,51.37614679,557.7981651,4,51.37614679,557.7981651,0.907894737,90.7894737,High,"Li, 2021",2021,34388342,19,Ce6,1,1,NA,0,0,Single,Yes,0,0.01121983,0.014606873,2.1256783,3.0365257,25.422253,0.7272534,40.52715743,0.188393795,NA,0.241839394
141,Inorganic,Iron_Oxide,,Iron_Oxide,Passive,IO-PG-Ce6,Spherical,Negative,,,49.13793103,-26.55172414,AH,Skin,B16,5,Once,1,Female,mice,BALB/c,iv,iv,150,66.05504587,557.7981651,4,66.05504587,557.7981651,0.881578947,88.1578947,High,"Li, 2021",2021,34388342,19,DOX,5,5,NA,0,0,Single,Yes,0,0.039892394,0.061346464,2.2650259,3.6458066,38.665447,0.88015044,136.9992843,0.624571493,NA,0.854783068
142,Organic,,Liposome,Liposome,Active,P18-PEtOx-DOPE-DOX,Spherical,Neutral,0.31,,103.55,-8.26,XO,Breast,AU565 ,5,Multiple,8,Female,mice,CD1 NuNu,ip,ip,NA,6.206896552,37.93103448,24,6.206896552,37.93103448,0.836363636,83.6363636,High,"Bolat, 2021",2021,34391753,20,DOX,5,40,NA,0,0,Single,No,"0,3,6,9,12,15,18,21",0.023732532,0.005652765,0.92962074,0.17569233,5.4477453,0.8926439,410.3675129,0.551465244,0.078276314,0.682291663
146,Organic,,Polymeric,Polymeric,Active,Lut@FA-Oxi-aCD,Spherical,Negative,0.13,,196.7,-41,AO,Breast,4T1,10,Multiple,4,Female,mice,BALB/c,iv,iv,100,419.1616766,1544.91018,14,419.1616766,1544.91018,0.728682171,72.8682171,High,"Wang, 2021",2021,34402706,20,Lut,10,40,NA,0,0,Single,No,"0,4,8,16",0.72488374,0.05788722,0.62797695,3.0375593,0.5437629,1.6790748,12557.73861,29.28817945,1.367406301,32.05818686
147,Organic,,Polymeric,Polymeric,Active,Lut@Oxi-aCD,Spherical,Negative,0.16,,210.5,-38.9,AO,Breast,4T1,10,Multiple,4,Female,mice,BALB/c,iv,iv,100,574.8502994,1544.91018,14,574.8502994,1544.91018,0.627906977,62.7906977,Low,"Wang, 2021",2021,34402706,20,Lut,10,40,NA,0,0,Single,No,"0,4,8,16",0.72983676,0.057363976,0.628268,3.0136728,0.5376755,1.6836135,12618.9777,29.45119221,1.385847923,32.18694854
148,Organic,,Polymeric,Polymeric,Passive,Lut@PLGA,Spherical,Neutral,0.22,,443.5,0.1,AO,Breast,4T1,10,Multiple,4,Female,mice,BALB/c,iv,iv,100,850.2994012,1544.91018,14,850.2994012,1544.91018,0.449612403,44.9612403,Low,"Wang, 2021",2021,34402706,20,Lut,10,40,NA,0,0,Single,No,"0,4,8,16",0.08824498,0.08603189,0.54745656,0.6833013,0.1611786,0.9678,1255.24244,3.531268483,0.091878661,4.130226648
149,Hybrid,silica,liposome,Hybrid,Passive,DOX/ICG-RsPNs,Rod,Neutral,0.051,,216.4,-7.2,XH,Pancreas,BxPC-3&HPSC,Dox: 2,Multiple,7,Male,mice,BALB/c nude,peritumoral,peritumoral,NA,NA,NA,18,1.411089326,8.201333229,0.82794391,82.794391,High,"Zhang, 2021",2021,34461213,20,Dox,2,14,ICG,1.64,11.48,Combination,Yes,"0,3,6,9,12,15,18",0.04935056,0.013075383,0.27753997,0.7010325,6.629931,0.68101096,1225.158852,1.967368674,0.430742702,1.98270184
150,Hybrid,silica,liposome,Hybrid,Passive,DOX/ICG-RsPNs,Rod,Neutral,0.051,,216.4,-7.2,XH,Pancreas,BxPC-3&HPSC,2,Multiple,7,Male,mice,BALB/c nude,peritumoral,peritumoral,NA,NA,NA,18,3.108650302,8.201333229,0.620957933,62.0957933,Low,"Zhang, 2021",2021,34461213,20,Dox,2,14,ICG,1.64,11.48,Combination,No,"0,3,6,9,12,15,18",0.04935056,0.013075383,0.27753997,0.7010325,6.629931,0.68101096,1225.158852,1.967368674,0.430742702,1.98270184
151,Inorganic,Silica,,Silica,Passive,DOX-RMSN,Rod,Negative,0.014,,196.8,-21.8,XH,Pancreas,BxPC-3&HPSC,2,Multiple,7,Male,mice,BALB/c nude,peritumoral,peritumoral,NA,NA,NA,18,4.806023057,8.201333229,0.413994905,41.3994905,Low,"Zhang, 2021",2021,34461213,20,Dox,2,14,NA,0,0,Single,No,"0,3,6,9,12,15,18",0.10712494,0.04061974,0.76062334,1.7178519,1.0783455,0.73277855,1734.259799,3.10341365,0.454006799,3.675569377
152,Organic,,Liposome,Liposome,Passive,DOX-LipN,Spherical,Neutral,0.032,,207.9,-7.3,XH,Pancreas,BxPC-3&HPSC,2,Multiple,7,Male,mice,BALB/c nude,peritumoral,peritumoral,NA,NA,NA,18,3.927974277,8.201333229,0.521056618,52.1056618,Low,"Zhang, 2021",2021,34461213,20,Dox,2,14,NA,0,0,Single,No,"0,3,6,9,12,15,18",0.0469102,0.004494528,0.028763413,2.8477595,0.02974127,8.353437,68427.35958,23.61960536,40.34278085,45.2008412
153,Organic,,Polymeric,Polymeric,Active,(CUR+DOX)-FA-NPs,Spherical,Negative,0.024,,186.5,-18.87,XH,Breast,MCF-7/ADR,DOX: 5; CUR: 6,Multiple,6,Female,mice,BALB/c nude,iv,iv,50,57.11375212,165.229202,12,57.11375212,165.229202,0.65433621,65.433621,High,"Guo, 2021",2021,34463174,17.5,Dox,5,30,CUR,6,36,Combination,No,"0,2,4,6,8,10,12",0.631059,0.09376584,0.41646725,0.70429873,0.32504383,1.8721846,21384.70366,33.88515355,13.17553827,49.43212157
154,Organic,,Polymeric,Polymeric,Passive,(CUR+DOX)-NPs,Spherical,Neutral,0.042,,183.4,-8.41,XH,Breast,MCF-7/ADR,DOX: 5; CUR: 6,Multiple,6,Female,mice,BALB/c nude,iv,iv,50,92.8090319,165.229202,12,92.8090319,165.229202,0.438301276,43.8301276,Low,"Guo, 2021",2021,34463174,17.5,Dox,5,30,CUR,6,36,Combination,No,"0,2,4,6,8,10,12",0.18991141,0.02485782,0.4319784,2.1221304,2.9359353,1.4711896,5592.735531,11.32894237,2.737111209,14.67564059
157,Inorganic,Gold,,Gold,Active,HB-AuNRs@cRGD,Rod,Negative,,42.73,68.5,-61.6,XH,Others,ECA109,1,Once,1,Female,mice,BALB/c nude,iv,iv,150,37.92134835,1706.460674,15,0.252808989,11.37640449,0.977777778,97.7777778,High,"Liu, 2021",2021,34470548,19,HB,1,1,NA,0,0,Single,Yes,0,0.15762806,0.02324607,0.69460857,0.83869344,18.414288,0.6880307,778.9801287,3.492945593,0.042794119,3.600806117
158,Inorganic,Gold,,Gold,Active,HB-AuNRs@cRGD,Rod,Negative,,42.73,68.5,-61.6,XH,Others,ECA109,1,Once,1,Female,mice,BALB/c nude,iv,iv,150,1668.539327,1706.460674,15,11.12359551,11.37640449,0.022222222,2.2222222,Low,"Liu, 2021",2021,34470548,19,HB,1,1,NA,0,0,Single,No,0,0.15762806,0.02324607,0.69460857,0.83869344,18.414288,0.6880307,778.9801287,3.492945593,0.042794119,3.600806117
166,Organic,,Polymeric,Polymeric,Active,mrGOG/DOX,Others,Positive,0.2,,253.4,15.2,XH,Brain,U87,5,Multiple,4,,mice,BALB/c nude,iv,iv,30,110.2941176,533.8235295,14,3.676470588,17.79411765,0.79338843,79.338843,High,"Dash, 2021",2021,34474862,NA,DOX,5,20,NA,0,0,Single,Yes,"0,3,7,10",0.06468557,0.024072051,0.2100339,1.0171303,98.32736,0.78019804,976.6881363,1.482689358,0.075797413,2.464337773
167,Organic,,Polymeric,Polymeric,Active,mrGOG/DOX,Others,Positive,0.2,,253.4,15.2,XH,Brain,U87,5,Multiple,4,,mice,BALB/c nude,iv,iv,30,216.1764706,533.8235295,14,7.205882353,17.79411765,0.595041322,59.5041322,Low,"Dash, 2021",2021,34474862,NA,DOX,5,20,NA,0,0,Single,Yes,"0,3,7,10",0.06468557,0.024072051,0.2100339,1.0171303,98.32736,0.78019804,976.6881363,1.482689358,0.075797413,2.464337773
168,Organic,,Polymeric,Polymeric,Active,mrGOG/DOX,Others,Positive,0.2,,253.4,15.2,XH,Brain,U87,5,Multiple,4,,mice,BALB/c nude,iv,iv,30,330.8823528,533.8235295,14,11.02941176,17.79411765,0.380165289,38.0165289,Low,"Dash, 2021",2021,34474862,NA,DOX,5,20,NA,0,0,Single,No,"0,3,7,10",0.06468557,0.024072051,0.2100339,1.0171303,98.32736,0.78019804,976.6881363,1.482689358,0.075797413,2.464337773
169,Organic,,Polymeric,Polymeric,Active,CDNG,Spherical,Negative,,,135,-28.14814815,AO,Breast,4T1,2.5,Multiple,5,Female,mice,BALB/c,iv,iv,70,179.1379521,760.1639277,14,179.1379521,760.1639277,0.764342998,76.4342998,High,"Xu,2021",2021,34486010,20,DOX,2.5,12.5,NA,0,0,Single,No,"0,2,4,6,8",0.7383074,0.055955708,0.6247891,2.5166225,0.4448641,1.7460295,18988.59288,30.35252779,10.49255952,42.53510598
